Electricity_Usage_kWh,Gas_Usage_kWh,Car_Usage_km,Flight_Trips_per_year,Diet_Type,Waste_Produced_kg,Recycling_Rate,Cycling_Habit,Public_Transport_Habit,Carbon_Footprint_kgCO2
1056,576,386,9,vegetarian,1.94,1,1,0,2762.8
790,450,494,7,meat,8.85,0,1,1,3257.5
1391,359,281,8,meat,5.65,1,0,0,3038.2
1291,544,180,1,vegetarian,4.47,1,0,0,1732.2
1166,158,414,2,vegan,1.51,1,1,1,1840.9
384,421,281,0,pescatarian,4.43,0,1,0,1492.3
496,255,278,3,meat,9.13,0,1,1,2126.0
111,92,29,4,vegan,1.19,1,0,1,565.1
1425,294,265,0,vegetarian,5.27,0,0,0,1926.7
1376,336,327,7,meat,9.38,1,1,1,3075.3
598,404,491,1,meat,4.55,0,0,0,2475.2
853,525,216,0,meat,4.85,0,0,0,1866.5
134,132,319,1,vegan,6.21,1,1,1,1214.6
826,159,405,4,meat,5.17,0,0,1,2531.7
948,239,398,8,meat,2.52,1,0,1,2816.7
189,300,378,8,vegetarian,1.17,0,1,0,2138.0
875,340,104,1,meat,6.49,1,0,0,1674.0
704,250,183,1,vegan,9.29,0,0,0,1549.0
1069,375,329,2,vegetarian,1.96,1,0,0,1917.5
1121,560,147,6,pescatarian,2.9,0,1,0,2091.0
517,458,104,2,vegetarian,4.33,0,0,1,1172.4
214,557,46,0,meat,8.28,1,0,1,1153.1
716,121,86,5,pescatarian,3.42,0,0,1,1480.3
1319,296,308,2,vegetarian,8.94,1,0,0,2315.3
925,393,436,0,meat,1.49,0,0,0,2244.9
1198,103,128,3,vegetarian,9.47,1,1,0,1823.4
512,577,257,0,vegan,6.05,1,0,0,1424.1
1499,581,313,0,meat,6.93,1,1,0,2452.8
828,242,146,1,vegan,4.31,1,0,1,1117.1
1400,107,445,9,meat,8.04,1,1,0,3546.6
1120,486,461,7,vegan,2.5,1,1,1,2583.3
860,160,71,1,pescatarian,1.44,1,0,0,1077.5
775,178,485,1,vegan,4.56,1,1,1,1881.4
556,375,139,9,vegetarian,8.68,0,0,0,2272.0
1019,57,409,9,meat,7.79,0,1,0,3288.6
291,78,26,7,vegetarian,5.65,0,0,1,1316.4
838,161,28,5,vegan,6.15,0,0,0,1444.8
1222,180,270,3,meat,2.17,1,0,0,2198.5
1077,237,173,2,vegan,8.57,1,0,0,1720.6
1108,524,252,0,pescatarian,8.08,0,1,1,1895.2
195,413,384,2,pescatarian,6.91,0,0,1,1926.9
762,253,59,8,pescatarian,5.2,1,0,0,1914.4
1313,261,106,4,vegan,9.68,0,0,1,1883.8
136,325,219,5,vegan,8.91,1,1,1,1558.5
1492,122,440,4,pescatarian,6.8,0,0,1,2822.6
378,292,258,0,vegan,4.35,1,1,1,1039.1
316,151,370,9,vegetarian,6.56,1,1,1,2356.3
966,220,145,0,vegan,6.18,0,0,0,1320.5
972,237,51,3,vegetarian,4.55,0,1,0,1362.1
1396,490,59,2,pescatarian,3.76,1,0,0,1630.5
161,135,33,7,vegan,4.66,0,1,1,1086.5
695,525,95,6,pescatarian,6.17,0,0,1,1851.0
828,101,476,6,meat,4.85,1,0,1,2826.8
1465,160,88,7,vegan,3.37,0,0,0,1969.0
496,92,315,9,vegan,7.85,0,1,0,2405.6
798,260,409,6,pescatarian,5.78,1,1,0,2588.5
1142,249,230,9,pescatarian,1.61,1,1,0,2401.2
276,75,455,1,pescatarian,4.31,1,1,0,1813.5
495,348,274,3,meat,8.96,0,0,0,2284.9
544,126,245,5,meat,7.8,1,0,0,2262.3
1356,186,110,2,pescatarian,3.91,0,1,0,1654.3
175,69,233,2,vegan,9.44,0,1,1,1312.7
364,489,277,5,vegan,1.69,0,1,1,1555.7
554,260,476,0,pescatarian,9.65,0,1,1,2177.5
817,484,416,0,vegetarian,3.21,1,0,0,1904.2
834,256,165,4,meat,1.08,0,0,0,1860.3
950,488,127,0,meat,4.9,0,0,0,1683.9
1490,91,236,9,vegetarian,4.23,0,1,1,2523.8
243,460,493,7,pescatarian,5.85,1,1,0,2684.5
984,572,290,1,vegan,8.17,1,1,1,1797.1
1192,476,106,5,vegan,8.58,1,1,1,1832.8
1222,324,127,9,meat,4.61,0,0,0,2656.2
495,497,194,9,vegetarian,4.87,0,0,1,2125.1
1148,418,338,4,vegan,2.33,1,1,0,2060.9
1047,269,393,9,meat,1.43,1,0,1,2908.2
990,281,474,3,vegan,6.77,0,0,0,2502.8
1274,377,142,0,vegan,1.58,1,0,0,1234.1
1267,492,394,2,vegan,7.6,0,0,0,2446.1
668,101,110,3,meat,5.85,1,1,1,1531.8
1162,425,89,1,vegetarian,2.79,0,0,0,1370.5
208,312,250,1,pescatarian,5.86,0,0,0,1515.6
1165,316,279,1,vegetarian,2.65,0,0,0,1807.3
1309,408,332,0,vegan,4.95,1,0,0,1904.4
1034,366,223,9,vegetarian,8.2,1,1,0,2594.3
497,373,100,1,vegan,5.16,0,0,1,968.4
1346,470,131,5,meat,2.34,1,0,1,2108.5
733,95,12,2,meat,7.51,0,1,1,1350.5
1256,318,456,9,meat,2.68,1,1,0,3297.4
1286,430,440,4,vegan,7.65,1,1,0,2654.5
1338,167,496,0,vegetarian,5.31,0,1,0,2374.6
832,165,97,7,pescatarian,5.08,1,1,1,1762.0
334,309,119,3,pescatarian,8.66,1,1,1,1390.2
757,124,292,8,meat,7.38,0,0,0,2814.7
850,529,303,3,pescatarian,1.3,0,0,1,1906.2
687,354,198,1,vegan,3.67,0,1,1,1178.2
1132,56,0,2,vegetarian,8.84,0,0,0,1424.8
1197,415,59,4,pescatarian,1.16,1,0,1,1478.5
1053,572,249,9,pescatarian,5.91,1,0,0,2766.1
591,397,139,5,vegetarian,7.55,0,0,1,1739.6
1012,487,148,6,pescatarian,6.6,1,0,1,2102.1
1376,264,394,3,vegetarian,7.84,0,1,1,2494.2
1353,478,43,6,vegan,7.53,0,0,0,2003.9
1297,547,370,9,vegan,7.23,0,0,1,2999.1
1291,589,185,2,vegan,8.39,1,1,0,1904.2
269,416,107,6,meat,6.81,1,0,1,1817.3
1045,362,43,3,vegan,4.62,1,0,0,1319.6
894,587,77,7,pescatarian,5.25,0,0,0,2078.1
733,103,225,8,meat,7.45,0,0,0,2632.4
1317,590,161,6,meat,8.89,1,0,1,2632.5
128,516,280,7,meat,3.45,1,0,0,2241.3
1288,213,252,7,vegan,4.08,1,1,1,2141.9
438,383,131,1,meat,9.38,1,0,0,1680.4
1488,596,447,8,vegan,6.21,0,1,0,3200.8
1465,397,371,5,vegan,2.61,1,1,0,2409.6
599,322,374,3,meat,6.97,1,0,0,2429.6
610,463,473,4,meat,9.92,0,0,1,2922.4
1450,549,143,9,pescatarian,8.41,1,0,1,2717.7
316,142,265,4,meat,7.71,1,1,0,2048.6
1424,128,108,6,vegan,2.87,1,1,1,1663.9
1255,266,193,8,pescatarian,8.89,0,1,1,2584.3
1193,407,34,6,pescatarian,5.73,0,0,0,1990.1
1375,556,466,8,vegan,9.0,1,1,1,3169.3
544,230,389,3,meat,3.97,0,0,1,2212.0
975,295,274,9,meat,1.56,1,0,0,2689.0
1305,293,186,9,vegetarian,5.28,1,1,1,2369.4
266,555,436,3,meat,3.43,0,1,0,2311.0
190,471,499,5,vegetarian,7.44,1,0,1,2405.8
813,369,242,7,pescatarian,9.61,0,1,0,2552.7
138,136,263,8,pescatarian,7.22,0,1,1,2078.3
1249,266,461,0,pescatarian,8.98,0,0,1,2505.8
272,539,9,0,vegetarian,5.08,1,1,1,574.2
752,568,450,7,vegan,7.94,1,1,1,2668.4
853,327,165,6,vegan,8.59,1,0,1,1916.6
1343,218,28,8,pescatarian,7.4,1,0,0,2226.9
1181,379,270,2,vegetarian,5.57,0,1,1,1907.7
575,490,86,9,vegetarian,6.63,1,1,0,1981.0
555,440,22,4,pescatarian,7.3,1,1,0,1429.5
928,545,209,2,meat,3.28,0,0,1,1914.0
994,430,45,4,pescatarian,8.29,0,1,0,1803.0
1484,355,466,9,vegetarian,9.55,1,0,1,3441.0
1124,562,27,0,meat,5.19,0,0,1,1457.6
486,237,25,3,vegan,7.31,1,0,1,992.1
447,565,265,5,meat,7.63,1,0,1,2287.0
289,476,174,1,vegan,6.96,0,1,0,1220.3
604,551,3,6,vegetarian,5.92,0,1,1,1420.8
1314,309,310,7,pescatarian,8.93,1,1,1,2771.2
1492,562,321,0,pescatarian,5.04,1,1,1,2069.1
923,120,66,3,pescatarian,1.55,1,1,0,1240.0
1028,527,134,3,pescatarian,8.6,1,0,0,1987.1
1033,227,54,4,pescatarian,7.07,1,0,0,1723.1
1240,506,463,3,vegetarian,8.64,0,1,0,2811.3
233,238,30,8,vegetarian,2.25,1,1,1,1175.4
157,340,73,6,pescatarian,1.28,0,1,0,1277.0
784,569,18,1,meat,9.41,0,1,0,1628.2
771,341,155,0,pescatarian,2.33,0,0,0,1291.8
272,332,336,8,vegan,8.29,1,1,0,2290.1
914,593,155,0,vegan,8.41,1,0,1,1392.9
1272,426,146,5,vegan,7.38,0,0,1,1997.8
179,205,484,1,vegan,2.18,0,1,0,1620.0
985,557,86,3,pescatarian,7.01,0,0,0,1825.1
1336,462,19,5,vegan,9.0,0,1,1,1754.1
302,577,268,4,meat,4.83,0,0,1,2035.6
863,404,332,5,pescatarian,4.72,1,0,1,2268.7
1352,236,42,2,vegan,4.99,0,0,1,1301.3
1350,80,394,4,pescatarian,1.74,1,0,0,2421.0
146,309,431,1,pescatarian,9.03,0,0,0,2094.7
1356,470,398,6,pescatarian,8.82,0,1,1,3005.0
1428,578,400,2,vegetarian,9.98,1,0,0,2736.4
1266,353,437,0,vegan,6.27,1,1,0,2144.9
1496,88,305,7,vegetarian,7.76,0,1,0,2774.9
1382,538,27,7,meat,2.82,1,0,1,2110.9
755,591,466,2,meat,7.01,1,1,1,2570.3
570,327,259,6,vegetarian,6.85,0,0,1,2073.1
1070,252,21,8,vegan,9.11,0,1,1,1868.6
1135,115,469,7,pescatarian,8.48,0,1,0,3148.5
1453,157,374,2,meat,9.45,1,0,1,2731.1
835,317,100,1,meat,8.82,0,1,1,1653.6
883,271,38,9,meat,8.82,0,1,0,2408.8
1067,579,289,6,vegan,1.57,1,1,1,2008.2
457,139,352,6,vegetarian,8.61,0,0,0,2380.7
1071,304,299,8,vegetarian,6.47,1,1,1,2497.7
767,504,169,4,vegan,4.42,1,1,0,1578.2
472,302,295,3,meat,1.51,0,0,0,1939.6
1131,306,352,7,vegan,7.1,1,1,0,2592.3
1245,432,395,3,vegan,3.95,1,0,0,2287.1
1471,491,129,3,vegetarian,5.21,0,1,1,1815.8
775,139,155,1,vegan,7.14,1,1,0,1273.7
189,439,73,0,vegan,9.21,0,1,0,919.2
797,93,341,3,meat,8.43,0,0,1,2400.4
1439,68,464,6,pescatarian,5.06,0,1,0,3002.9
1301,150,89,8,meat,4.49,0,0,0,2442.5
639,406,66,8,vegetarian,3.16,0,0,1,1664.3
831,591,454,9,pescatarian,4.35,1,1,1,2945.3
968,82,235,0,meat,2.0,1,1,1,1496.1
140,278,199,4,vegan,9.74,1,0,0,1587.9
839,573,467,6,vegan,6.17,0,1,0,2717.4
601,204,331,6,pescatarian,2.15,0,1,1,2046.7
1058,472,226,9,pescatarian,4.18,0,1,1,2494.6
1268,295,464,5,vegan,5.92,0,1,1,2628.5
1324,454,347,9,vegetarian,5.8,1,0,0,3005.7
1028,590,232,3,meat,1.32,1,1,0,2037.0
560,210,265,2,vegan,9.56,0,0,1,1683.5
831,166,85,8,meat,3.48,0,0,0,2151.8
851,320,101,9,meat,1.15,0,0,0,2231.5
1024,536,440,3,meat,1.69,1,0,0,2607.3
1008,221,480,7,meat,6.22,1,0,1,3131.3
1376,323,213,0,vegetarian,2.24,0,0,1,1529.4
489,308,107,6,vegetarian,1.38,0,0,0,1473.4
982,184,164,5,vegetarian,4.42,1,1,1,1677.2
355,471,460,0,vegan,6.6,1,1,0,1798.8
808,470,90,3,vegan,2.01,0,0,0,1270.5
549,235,191,4,vegan,3.82,0,1,1,1363.5
109,413,334,7,vegetarian,4.76,0,1,1,2001.4
923,427,85,3,meat,2.44,1,1,1,1524.1
897,572,221,2,vegetarian,5.55,0,1,0,1800.1
1365,245,362,1,vegan,1.77,1,0,1,1799.5
1374,147,423,3,pescatarian,1.42,0,1,0,2409.6
976,71,100,9,vegan,5.68,0,0,0,2043.3
1128,499,225,3,meat,3.23,0,1,0,2187.7
1242,221,363,9,vegetarian,1.86,1,1,0,2687.8
1115,432,59,4,pescatarian,4.82,0,0,0,1775.6
473,183,481,6,pescatarian,9.24,1,0,1,2705.9
1188,475,249,8,meat,7.52,0,0,0,3035.0
245,74,47,1,vegetarian,8.34,1,1,0,879.2
323,552,116,4,pescatarian,8.85,0,1,1,1609.6
1362,234,226,9,vegan,9.75,1,1,0,2703.7
276,134,361,8,meat,7.87,0,0,1,2674.2
952,193,402,2,pescatarian,6.48,1,0,0,2312.9
1405,461,455,0,meat,4.29,1,0,1,2542.8
162,273,486,1,vegetarian,2.63,0,0,1,1709.4
1340,269,32,5,vegetarian,7.18,1,0,1,1739.7
926,228,43,4,vegetarian,9.95,1,1,1,1536.4
894,482,475,0,vegan,5.21,0,0,1,2039.6
788,314,164,0,pescatarian,7.51,1,0,0,1523.7
204,478,367,3,vegetarian,5.46,0,1,1,1785.9
1222,465,344,3,vegan,4.89,0,0,1,2155.0
610,502,291,5,vegetarian,4.69,1,0,1,1967.6
484,246,336,5,vegetarian,5.54,1,0,0,2082.8
504,102,343,9,pescatarian,4.3,1,0,1,2405.1
922,529,404,5,vegan,7.74,1,1,0,2516.7
617,492,385,0,vegetarian,8.87,1,0,0,2012.1
575,379,286,9,vegan,8.95,0,1,1,2413.7
808,300,363,8,vegan,3.05,0,0,0,2454.0
870,172,224,6,vegetarian,9.06,1,1,0,2199.6
1146,436,285,6,vegetarian,4.07,1,1,0,2319.8
1096,388,203,6,meat,3.78,1,0,0,2410.9
776,397,171,1,pescatarian,7.54,1,1,0,1611.6
813,78,11,1,vegetarian,3.74,1,1,1,744.4
182,84,306,5,meat,1.48,0,1,0,1905.2
1268,567,120,6,pescatarian,4.36,0,0,0,2222.1
1208,445,432,2,vegetarian,7.49,0,1,0,2542.0
1201,343,243,3,vegan,3.94,1,1,0,1807.9
556,398,151,2,pescatarian,6.67,1,1,0,1508.4
100,196,151,6,vegan,6.94,1,0,1,1383.3
150,116,187,6,meat,7.6,0,0,0,2057.3
784,569,394,3,vegetarian,9.07,0,1,0,2451.2
816,171,12,6,meat,4.89,0,1,0,1783.8
548,389,90,4,vegetarian,2.5,0,0,1,1240.7
980,224,199,0,vegetarian,3.87,1,1,1,1248.2
587,500,73,9,vegan,4.89,1,0,1,1720.5
133,185,255,3,meat,7.43,1,1,0,1831.0
1471,65,455,6,vegan,1.12,1,1,0,2548.5
194,382,447,1,vegan,3.84,1,0,0,1671.1
1195,244,275,1,vegan,8.02,1,0,0,1909.2
253,545,327,0,meat,7.04,0,1,0,1909.5
349,58,328,1,vegetarian,7.59,1,0,0,1641.4
773,383,70,9,vegetarian,8.31,1,1,0,2091.9
537,382,77,7,meat,8.05,1,1,0,2078.1
217,376,283,7,vegetarian,7.14,1,0,0,2135.8
870,64,129,7,meat,4.96,1,1,0,2124.7
1429,275,376,0,meat,9.85,1,1,0,2629.5
367,474,42,0,vegetarian,6.12,1,0,1,786.7
1177,457,7,9,pescatarian,2.82,1,1,1,1884.1
335,162,12,3,vegan,3.64,0,1,1,678.1
488,477,212,5,meat,7.24,0,1,1,2129.1
1089,50,110,7,meat,9.32,0,1,0,2450.5
862,315,475,1,pescatarian,2.61,1,0,1,2093.5
500,540,290,2,meat,1.74,0,1,1,1774.0
723,257,22,5,meat,8.93,1,1,1,1740.1
866,418,301,9,vegetarian,9.24,0,1,1,2722.9
1426,355,253,3,vegetarian,3.49,0,1,1,1976.5
1018,61,14,1,pescatarian,4.4,1,0,0,1132.3
1330,394,129,6,meat,6.94,1,0,1,2402.7
1352,514,60,3,vegan,3.97,1,0,1,1428.7
952,543,114,7,vegetarian,8.89,1,1,0,2168.4
677,417,459,7,vegan,1.97,0,1,1,2359.6
174,469,319,6,vegan,1.34,0,0,0,1792.2
534,220,307,9,pescatarian,2.88,1,0,0,2394.5
202,183,419,8,pescatarian,3.57,0,1,0,2431.9
863,476,450,3,meat,2.02,0,0,0,2600.3
837,74,324,6,pescatarian,1.59,0,1,1,2080.2
905,579,66,9,vegetarian,7.8,1,1,1,2081.2
1429,239,248,9,meat,2.48,1,1,0,2830.2
197,190,174,0,meat,9.23,1,1,1,1352.0
897,364,338,3,vegan,4.31,0,1,0,1968.2
1458,493,1,1,vegan,7.04,1,1,1,1231.4
958,368,171,8,vegan,3.03,1,1,1,1868.4
534,490,484,4,meat,3.16,0,1,0,2632.0
546,141,447,2,pescatarian,6.17,1,0,1,2091.3
1431,228,464,3,pescatarian,6.05,1,0,0,2796.4
348,105,333,5,pescatarian,7.92,1,0,0,2184.0
265,204,283,9,meat,7.82,0,0,1,2592.2
1083,160,474,0,meat,7.04,1,1,1,2426.5
1458,186,53,6,meat,5.04,0,0,0,2269.3
1119,281,457,7,meat,9.02,0,0,0,3437.3
641,517,66,6,meat,6.6,0,1,1,1920.6
858,530,419,6,pescatarian,9.91,0,0,1,2931.0
1229,117,101,8,meat,8.37,0,0,1,2520.6
180,298,119,3,pescatarian,1.4,0,0,1,1046.9
232,372,190,6,meat,3.89,1,0,0,1947.1
896,567,408,8,pescatarian,6.15,1,1,1,2845.6
999,481,469,4,vegetarian,7.49,0,0,1,2690.8
237,536,303,1,vegetarian,5.95,0,0,0,1634.3
283,478,422,4,pescatarian,8.08,1,0,1,2293.9
1453,318,46,3,vegetarian,3.54,1,0,0,1563.9
884,586,221,7,vegetarian,2.66,1,1,0,2103.3
1083,197,20,4,pescatarian,1.49,0,1,1,1275.1
168,167,157,8,meat,6.16,0,0,1,2034.6
645,416,347,8,meat,7.2,1,1,0,2874.8
152,115,158,2,pescatarian,3.94,0,1,0,1152.5
304,419,376,9,vegan,6.52,0,1,1,2393.7
225,224,371,5,vegan,1.47,0,1,0,1730.7
142,544,409,5,vegetarian,1.89,0,0,0,2051.2
210,163,234,3,vegan,7.32,1,1,0,1404.9
860,160,149,9,vegetarian,4.31,0,0,0,2166.0
1306,488,404,2,meat,7.04,0,0,0,2861.4
947,196,256,0,pescatarian,8.49,0,0,0,1896.8
194,84,164,6,meat,8.67,0,0,0,2065.7
1497,358,76,4,pescatarian,2.55,1,0,1,1723.4
999,587,84,9,vegan,5.38,0,0,0,2154.6
459,63,45,6,meat,7.61,0,0,1,1741.4
999,423,392,0,meat,7.97,1,0,0,2454.9
380,477,400,7,vegetarian,8.06,0,0,1,2536.1
1318,282,46,2,pescatarian,3.05,0,0,0,1511.1
1318,489,212,6,vegan,2.73,0,1,1,2022.2
766,551,478,2,meat,6.31,0,1,1,2608.8
192,324,486,2,pescatarian,7.67,1,1,1,2091.7
771,125,58,9,vegan,3.87,1,0,1,1611.5
160,488,53,8,meat,1.94,1,0,0,1705.9
733,338,341,1,pescatarian,7.45,0,0,0,2092.9
1174,589,11,3,vegetarian,3.7,0,0,0,1476.2
1128,302,191,5,meat,2.5,1,0,0,2207.1
703,175,5,2,pescatarian,2.33,1,1,1,833.0
781,226,308,9,vegan,3.83,0,1,0,2369.8
633,86,143,9,vegan,6.33,0,0,0,2016.3
937,459,345,6,vegetarian,4.23,0,0,0,2480.2
744,176,260,6,meat,1.19,0,1,0,2184.3
332,532,72,4,vegetarian,1.87,0,1,1,1049.1
623,217,173,2,pescatarian,3.61,0,1,0,1439.6
445,343,231,1,vegan,6.94,0,0,0,1449.9
1169,392,269,3,vegetarian,1.89,0,0,1,1869.1
645,359,427,3,meat,6.05,0,0,1,2500.2
1201,577,446,7,pescatarian,2.08,0,0,0,2992.6
1196,589,361,7,meat,2.9,1,1,1,2822.2
893,468,221,4,vegetarian,2.55,0,1,0,1816.9
348,493,51,5,vegan,1.61,0,0,0,1129.9
146,285,115,7,vegan,7.04,0,1,0,1548.0
1244,488,25,0,vegetarian,5.17,1,0,0,1239.4
313,263,52,4,meat,8.48,0,1,1,1539.4
338,134,364,3,meat,1.89,1,0,1,1863.7
1179,134,28,3,meat,2.3,0,1,1,1464.7
449,538,18,1,meat,3.76,1,1,1,1018.9
206,114,302,9,vegan,7.89,1,1,0,2186.7
930,113,391,0,meat,3.75,0,0,1,2063.9
147,392,278,5,vegetarian,4.68,1,1,1,1620.1
436,401,116,6,vegetarian,3.71,1,0,0,1563.8
1149,207,105,4,vegetarian,1.72,0,0,0,1585.1
903,540,418,7,vegetarian,9.45,0,1,1,2881.0
1380,512,478,8,meat,5.94,0,0,0,3635.6
107,274,308,1,vegan,8.09,0,0,0,1510.2
724,362,226,3,pescatarian,6.93,0,0,0,1982.1
1376,515,351,8,meat,5.63,0,0,1,3201.5
818,137,185,4,pescatarian,1.81,1,1,1,1503.1
402,352,260,2,vegan,6.78,1,0,1,1445.6
738,484,15,5,meat,2.4,0,1,0,1621.7
155,184,272,2,pescatarian,4.73,0,0,1,1449.2
825,99,159,4,vegan,6.66,0,0,0,1672.7
625,481,357,2,pescatarian,8.04,0,0,1,2151.3
573,389,249,5,vegetarian,7.17,1,0,0,2034.2
127,396,223,9,vegetarian,7.04,1,0,0,2141.8
177,396,255,4,vegan,2.34,0,0,1,1361.8
1339,294,179,8,vegan,4.12,1,0,1,2161.2
464,158,19,2,pescatarian,1.39,1,0,1,746.4
765,582,111,5,vegan,7.48,0,0,1,1708.6
625,139,119,7,vegetarian,9.57,0,1,0,1980.2
798,345,193,6,vegetarian,3.38,1,1,1,1754.0
1435,161,467,5,meat,1.79,0,0,0,3022.8
982,226,110,1,pescatarian,5.28,0,0,0,1497.8
1130,392,209,6,vegan,8.71,0,0,1,2240.6
1126,150,0,7,vegan,5.97,1,1,0,1606.5
1018,450,57,0,vegan,1.42,1,1,1,757.5
849,77,92,8,pescatarian,9.77,1,1,1,2066.1
462,586,220,3,vegetarian,8.46,1,0,1,1729.8
1397,107,210,7,vegan,2.18,0,0,0,2164.6
905,547,427,9,vegan,9.3,0,1,1,2999.1
838,346,231,6,vegetarian,5.06,1,0,1,2003.3
1138,183,261,9,vegan,4.35,1,0,0,2443.9
1315,380,363,6,meat,5.15,0,1,1,2886.5
584,298,102,1,vegetarian,8.51,1,0,1,1211.9
127,599,49,0,vegetarian,6.94,1,1,0,812.7
813,124,373,3,vegetarian,1.53,1,1,1,1752.7
1162,217,109,1,meat,9.62,1,0,0,1949.6
1396,552,455,7,vegetarian,2.33,1,1,0,2917.6
1354,404,87,9,pescatarian,7.71,1,0,0,2551.2
185,274,19,6,pescatarian,6.73,1,1,0,1358.7
225,580,13,7,pescatarian,2.69,0,0,0,1453.5
911,195,132,5,vegetarian,2.54,0,0,0,1671.0
636,290,424,0,vegetarian,8.83,0,0,0,2106.5
244,393,295,8,vegetarian,4.78,1,0,0,2166.4
1335,84,33,5,meat,6.89,0,1,0,2069.7
124,50,379,9,pescatarian,5.54,0,1,1,2351.5
166,202,207,0,vegan,7.55,0,0,1,1038.6
332,478,300,0,vegan,5.31,0,0,1,1324.9
208,557,198,7,vegetarian,3.59,1,0,0,1795.6
1269,175,79,5,meat,4.27,0,1,0,2048.0
210,540,70,7,vegetarian,8.73,0,1,0,1728.5
327,531,154,7,vegan,5.21,0,0,1,1668.3
210,394,77,7,pescatarian,2.92,0,1,1,1411.7
133,270,77,9,vegan,9.41,1,0,1,1660.5
722,74,171,6,pescatarian,8.17,1,1,0,2019.2
1492,577,288,6,pescatarian,1.5,0,0,0,2614.1
847,231,32,9,meat,9.99,0,0,1,2372.3
694,548,299,3,vegan,7.25,0,0,1,1921.4
524,91,275,8,vegetarian,2.44,0,1,0,2048.8
712,530,366,1,meat,3.13,1,0,1,2036.5
791,488,419,8,pescatarian,7.23,1,1,1,2850.9
1405,451,6,9,vegan,8.02,0,1,0,2203.8
1443,595,159,2,vegetarian,3.15,1,0,1,1705.0
414,394,239,1,meat,3.31,1,0,0,1638.2
976,94,450,3,vegetarian,3.76,0,0,0,2329.2
1412,70,422,4,vegan,6.38,0,1,0,2551.0
761,119,476,1,vegetarian,2.55,1,1,1,1833.7
376,97,23,0,meat,1.94,1,1,0,771.6
723,540,213,9,vegetarian,7.11,1,1,0,2411.5
615,336,69,4,vegan,8.01,0,1,0,1431.3
1473,59,367,8,meat,5.51,0,1,1,3097.2
942,591,215,4,pescatarian,4.27,0,1,1,1949.3
449,323,103,9,meat,4.89,0,0,1,2123.4
922,430,214,8,vegan,4.5,1,0,0,2200.0
1260,378,53,9,vegetarian,9.64,0,0,1,2357.9
858,528,293,5,pescatarian,7.91,1,1,1,2315.4
998,64,329,2,pescatarian,2.87,1,0,1,1834.2
342,565,335,3,vegetarian,4.46,1,1,1,1701.0
642,240,202,3,vegan,5.9,1,1,0,1493.0
1163,217,287,0,meat,6.52,0,1,0,2140.1
328,570,44,2,vegan,5.21,1,1,0,905.5
647,186,316,2,pescatarian,8.29,1,0,0,2033.8
1019,203,197,0,meat,7.91,0,1,0,1908.4
1346,437,215,8,meat,5.55,1,0,0,2869.1
105,258,480,0,vegetarian,8.69,0,1,1,1814.4
1445,321,308,8,vegan,7.76,0,0,1,2776.8
567,192,383,0,meat,8.01,0,1,1,2049.1
174,118,434,1,vegetarian,9.61,0,1,1,1837.9
103,296,331,1,vegan,3.4,1,0,0,1287.8
745,310,183,5,pescatarian,3.41,0,0,0,1893.5
217,128,26,6,pescatarian,9.0,1,0,1,1411.9
980,574,165,0,vegan,7.95,1,1,1,1372.2
603,379,317,2,meat,9.34,0,1,0,2324.7
1046,238,273,1,meat,1.57,1,1,1,1755.4
673,144,382,7,pescatarian,6.65,1,0,1,2517.2
293,57,364,8,pescatarian,2.3,1,0,1,2138.6
946,116,102,1,meat,5.54,0,0,0,1639.8
814,545,447,1,vegan,2.4,1,1,0,1908.0
1149,240,332,9,pescatarian,2.15,0,1,0,2734.0
272,415,372,8,meat,1.11,0,0,1,2446.0
1423,570,103,3,vegan,6.67,0,1,0,1823.5
425,166,413,4,vegetarian,4.23,1,1,1,1906.3
1241,316,244,8,vegan,1.95,1,1,1,2122.8
935,534,304,5,meat,3.91,1,0,0,2533.2
823,558,168,9,vegan,2.52,0,0,0,2124.9
324,347,115,8,meat,9.48,1,0,0,2277.6
631,213,140,8,pescatarian,3.88,0,1,0,1973.4
212,425,417,6,vegetarian,4.01,0,0,0,2276.5
239,317,355,9,pescatarian,8.56,1,0,0,2680.1
658,598,477,8,pescatarian,6.83,1,1,0,3042.4
100,123,124,4,meat,7.39,0,1,1,1516.4
189,557,24,4,meat,6.72,0,1,0,1507.6
753,122,193,7,meat,9.52,1,1,1,2371.6
419,357,383,9,meat,2.86,1,0,0,2767.1
238,248,99,3,pescatarian,9.9,1,1,1,1335.9
944,179,401,8,meat,8.48,0,1,1,3102.2
358,536,4,6,meat,6.3,1,1,0,1664.8
1001,200,18,6,pescatarian,6.96,1,1,0,1753.5
789,255,169,2,vegetarian,6.84,0,1,0,1585.5
109,228,273,3,vegetarian,1.53,0,1,1,1231.9
360,246,253,6,vegan,2.96,1,0,0,1684.3
271,138,120,4,pescatarian,9.65,1,0,0,1609.4
997,483,31,2,meat,5.81,1,0,1,1561.4
112,232,148,0,vegan,4.41,0,0,1,716.1
1291,258,265,6,vegetarian,7.86,1,1,1,2378.4
420,542,36,5,vegetarian,5.72,0,1,1,1298.6
1442,179,176,9,pescatarian,1.12,1,1,1,2270.7
428,62,341,6,meat,7.63,0,0,1,2466.6
884,155,12,1,meat,7.59,1,1,1,1298.0
876,424,182,3,vegan,2.49,1,1,1,1344.7
1010,148,144,1,vegetarian,9.61,1,1,0,1589.9
